STEP	TN	VDD	tCK	PATN	category
HFH	3324	1.000V	258.9PS	MAT_A	7.5G_4_LVDD
HFH	3325	1.000V	258.9PS	PCP_A	7.5G_4_LVDD
HFH	3326	1.000V	258.9PS	RPD_A	7.5G_4_LVDD
HFH	3327	1.000V	258.9PS	ECM_A	7.5G_4_LVDD
HFH	3328	1.000V	258.9PS	PRF_A	7.5G_4_LVDD
HFH	3329	1.000V	258.9PS	DCF_E	7.5G_4_LVDD
HFH	3330	1.000V	258.9PS	DCF_F	7.5G_4_LVDD
HFH	3331	1.000V	258.9PS	LEC_A	7.5G_4_LVDD
HFH	3332	1.000V	258.9PS	LEC_B	7.5G_4_LVDD
HFH	3334	1.000V	258.9PS	LFF_A	7.5G_4_LVDD
HFH	3335	1.000V	258.9PS	HRG_A	7.5G_4_LVDD
HFH	3336	1.000V	258.9PS	DPDS_A	7.5G_4_LVDD
HFH	3337	1.000V	258.9PS	DM6_A	7.5G_4_LVDD
HFH	3338	1.000V	258.9PS	D3P_A	7.5G_4_LVDD
HFH	3339	1.000V	258.9PS	FFR_A	7.5G_4_LVDD
HFH	3340	1.000V	258.9PS	FFR_B	7.5G_4_LVDD
HFH	3342	1.000V	258.9PS	WKO_E	7.5G_4_LVDD
HFH	3343	1.000V	258.9PS	WKO_F	7.5G_4_LVDD
HFH	3344	1.000V	258.9PS	ART_A	7.5G_4_LVDD
HFH	3345	1.000V	258.9PS	ART_B	7.5G_4_LVDD
HFH	3346	1.000V	258.9PS	CWS_A	7.5G_4_LVDD
HFH	3347	1.000V	258.9PS	CWS_B	7.5G_4_LVDD
HFH	3358	1.000V	258.9PS	APD_S	7.5G_4_LVDD
HFH	3360	1.000V	258.9PS	AGP_A	7.5G_4_LVDD
HFH	3399	1.000V	258.9PS	ADC_A	7.5G_4_LVDD
HFH	3800	1.000V	258.9PS	M9G_A	7.5G_4_LVDD
HFH	3801	1.000V	258.9PS	M9G_B	7.5G_4_LVDD
HFH	3802	1.000V	258.9PS	M9G_C	7.5G_4_LVDD
HFH	3803	1.000V	258.9PS	M9G_D	7.5G_4_LVDD
HFH	3804	1.000V	258.9PS	M9G_E	7.5G_4_LVDD
HFH	3805	1.000V	258.9PS	M9G_F	7.5G_4_LVDD
HFH	3806	1.000V	258.9PS	M9G_G	7.5G_4_LVDD
HFH	3807	1.000V	258.9PS	M9G_H	7.5G_4_LVDD
HFH	3808	1.000V	258.9PS	M9G_I	7.5G_4_LVDD
HFH	3869	0.990V	262.0PS	DWN_M	7.5G_4_LVDD
HFH	3870	0.990V	262.0PS	DWN_M	7.5G_4_LVDD
HFH	2688	0.990V	262.0PS	DPDN_A	7.5G_4_LVDD
HFH	2496	0.960V	350.0PS	WDI_A	7.5G_4_LVDD
HFH	3871	1.000V	258.9PS	PGK_X	7.5G_4_LVDD
HFH	3872	1.000V	258.9PS	PGK_O	7.5G_4_LVDD
HFH	3873	1.000V	258.9PS	PGK_P	7.5G_4_LVDD
HFH	3874	1.000V	258.9PS	DPGK_O	7.5G_4_LVDD
HFH	3875	1.000V	258.9PS	DPGK_P	7.5G_4_LVDD
HFH	3876	1.000V	258.9PS	DPGK_B	7.5G_4_LVDD
HFH	3877	1.000V	258.9PS	DPGK_C	7.5G_4_LVDD
HFH	3878	1.000V	258.9PS	DPGK_D	7.5G_4_LVDD
HFH	3294	1.000V	258.9PS	PBR_C	7.5G_4_LVDD
HFH	3295	1.000V	258.9PS	PBR_O	7.5G_4_LVDD
HFH	3374	1.000V	258.9PS	DPGK_O	7.5G_4_LVDD
HFH	3375	1.000V	258.9PS	DPGK_P	7.5G_4_LVDD
HFH	3376	1.000V	258.9PS	DPGK_B	7.5G_4_LVDD
HFH	3377	1.000V	258.9PS	DPGK_C	7.5G_4_LVDD
HFH	3378	1.000V	258.9PS	DPGK_D	7.5G_4_LVDD
HFH	3397	1.000V	258.9PS	COB_B	7.5G_4_LVDD
HFH	3391	1.000V	300.0PS	EC1_A	7.5G_4_LVDD
HFH	3396	1.000V	300.0PS	EC1_A	7.5G_4_LVDD
HFH	2680	0.980V	258.9PS	NV3_A	FRP_REVERSE
HFH	2681	0.980V	258.9PS	NV3_B	FRP_REVERSE
HFH	2683	0.980V	258.9PS	IPM_N	FRP_REVERSE
HFH	2684	0.980V	258.9PS	IPM_M	FRP_REVERSE
HFH	2687	0.980V	258.9PS	DPDN_A	7.5G_4_LVDD
HFH	261	1.150V	303.4PS	RDC_A	6.4G_2_HVDD
HFH	262	1.150V	303.4PS	WTR_A	6.4G_2_HVDD
HFH	4000	1.150V	303.4PS	I4R_A	6.4G_4_HVDD
HFH	4001	1.150V	303.4PS	I4R_B	6.4G_4_HVDD
HFH	4002	1.150V	303.4PS	I8R_A	6.4G_4_HVDD
HFH	4003	1.150V	303.4PS	I8R_B	6.4G_4_HVDD
HFH	4004	1.150V	303.4PS	IYF_A	6.4G_4_HVDD
HFH	4005	1.150V	303.4PS	IYF_B	6.4G_4_HVDD
HFH	4006	1.150V	303.4PS	ROB_A	6.4G_4_HVDD
HFH	4007	1.150V	303.4PS	COB_A	6.4G_4_HVDD
HFH	4008	1.150V	303.4PS	COB_N	6.4G_4_HVDD
HFH	4013	1.150V	303.4PS	RMW_A	6.4G_4_HVDD
HFH	4014	1.150V	303.4PS	RMW_B	6.4G_4_HVDD
HFH	4015	1.150V	303.4PS	DRMW_N	6.4G_4_HVDD
HFH	4016	1.150V	303.4PS	RMW_N	6.4G_4_HVDD
HFH	4017	1.150V	303.4PS	SEL_A	6.4G_4_HVDD
HFH	4018	1.150V	303.4PS	SEL_B	6.4G_4_HVDD
HFH	4019	1.150V	303.4PS	SEL_C	6.4G_4_HVDD
HFH	4020	1.150V	303.4PS	DSM_A	6.4G_4_HVDD
HFH	4022	1.150V	303.4PS	RRD_A	6.4G_4_HVDD
HFH	4023	1.150V	303.4PS	RRD_B	6.4G_4_HVDD
HFH	4024	1.150V	303.4PS	IOM_A	6.4G_4_HVDD
HFH	4025	1.150V	303.4PS	NIF_A	6.4G_4_HVDD
HFH	4026	1.150V	303.4PS	I2F_A	6.4G_4_HVDD
HFH	4027	1.150V	303.4PS	WRX_A	6.4G_4_HVDD
HFH	4028	1.150V	303.4PS	WRX_B	6.4G_4_HVDD
HFH	4029	1.150V	303.4PS	WRX_C	6.4G_4_HVDD
HFH	4030	1.150V	303.4PS	WDI_A	6.4G_4_HVDD
HFH	4031	1.150V	303.4PS	WDI_B	6.4G_4_HVDD
HFH	4032	1.150V	303.4PS	WDI_C	6.4G_4_HVDD
HFH	4033	1.150V	303.4PS	WDI_N	6.4G_4_HVDD
HFH	4034	1.150V	303.4PS	WDI_M	6.4G_4_HVDD
HFH	4035	1.150V	303.4PS	LDM_A	6.4G_4_HVDD
HFH	4036	1.150V	303.4PS	WDM_A	6.4G_4_HVDD
HFH	4037	1.150V	303.4PS	DWN_N	6.4G_4_HVDD
HFH	4038	1.150V	303.4PS	NV2_A	6.4G_4_HVDD
HFH	4039	1.150V	303.4PS	NV3_A	6.4G_4_HVDD
HFH	4040	1.150V	303.4PS	NV3_B	6.4G_4_HVDD
HFH	4041	1.150V	303.4PS	NV4_A	6.4G_4_HVDD
HFH	4042	1.150V	303.4PS	NV5_A	6.4G_4_HVDD
HFH	4043	1.150V	303.4PS	WFR_A	6.4G_4_HVDD
HFH	4044	1.150V	303.4PS	WFR_B	6.4G_4_HVDD
HFH	4045	1.150V	303.4PS	FCW_A	6.4G_4_HVDD
HFH	4046	1.150V	303.4PS	FCR_A	6.4G_4_HVDD
HFH	4047	1.150V	303.4PS	OTF_A	6.4G_4_HVDD
HFH	4048	1.150V	303.4PS	OTF_B	6.4G_4_HVDD
HFH	4049	1.150V	303.4PS	BLR_A	6.4G_4_HVDD
HFH	4050	1.150V	303.4PS	AAD_A	6.4G_4_HVDD
HFH	4051	1.150V	303.4PS	OCG_O	6.4G_4_HVDD
HFH	4052	1.150V	303.4PS	OCG_A	6.4G_4_HVDD
HFH	4053	1.150V	303.4PS	OCG_N	6.4G_4_HVDD
HFH	4054	1.150V	303.4PS	PDN_A	6.4G_4_HVDD
HFH	4055	1.150V	303.4PS	PDN_B	6.4G_4_HVDD
HFH	4056	1.150V	303.4PS	DPDN_A	6.4G_4_HVDD
HFH	4057	1.150V	303.4PS	ACM_A	6.4G_4_HVDD
HFH	4058	1.150V	303.4PS	ACM_B	6.4G_4_HVDD
HFH	4059	1.150V	303.4PS	ADC_A	6.4G_4_HVDD
HFH	4060	1.150V	303.4PS	ADC_N	6.4G_4_HVDD
HFH	4061	1.150V	303.4PS	DADC_A	6.4G_4_HVDD
HFH	4062	1.150V	303.4PS	DADC_B	6.4G_4_HVDD
HFH	4063	1.150V	303.4PS	DADC_C	6.4G_4_HVDD
HFH	4064	1.150V	303.4PS	DBI_A	6.4G_4_HVDD
HFH	4065	1.150V	303.4PS	D2I_A	6.4G_4_HVDD
HFH	4066	1.150V	303.4PS	DB2_A	6.4G_4_HVDD
HFH	4067	1.150V	303.4PS	DBG_A	6.4G_4_HVDD
HFH	4068	1.150V	303.4PS	DBG_B	6.4G_4_HVDD
HFH	4069	1.150V	303.4PS	GPB_A	6.4G_4_HVDD
HFH	4070	1.150V	303.4PS	PP4_A	6.4G_4_HVDD
HFH	4071	1.150V	303.4PS	PR2_A	6.4G_4_HVDD
HFH	4072	1.150V	303.4PS	PR3_A	6.4G_4_HVDD
HFH	4073	1.150V	303.4PS	PR3_N	6.4G_4_HVDD
HFH	4074	1.150V	303.4PS	APO_A	6.4G_4_HVDD
HFH	4075	1.150V	303.4PS	AWR_A	6.4G_4_HVDD
HFH	4076	1.150V	303.4PS	IAP_A	6.4G_4_HVDD
HFH	4077	1.150V	303.4PS	API_A	6.4G_4_HVDD
HFH	4078	1.150V	303.4PS	CCD_A	6.4G_4_HVDD
HFH	4079	1.150V	303.4PS	GPT_A	6.4G_4_HVDD
HFH	4080	1.150V	303.4PS	CIP_A	6.4G_4_HVDD
HFH	4081	1.150V	303.4PS	YMA_A	6.4G_4_HVDD
HFH	4082	1.150V	303.4PS	YCG_A	6.4G_4_HVDD
HFH	4083	1.150V	303.4PS	CYF_A	6.4G_4_HVDD
HFH	4084	1.150V	303.4PS	GLY_A	6.4G_4_HVDD
HFH	4085	1.150V	303.4PS	DYG_A	6.4G_4_HVDD
HFH	4086	1.150V	303.4PS	CJP_A	6.4G_4_HVDD
HFH	4087	1.150V	303.4PS	CJP_N	6.4G_4_HVDD
HFH	4088	1.150V	303.4PS	IPM_A	6.4G_4_HVDD
HFH	4089	1.150V	303.4PS	IPM_N	6.4G_4_HVDD
HFH	4090	1.150V	303.4PS	IPM_C	6.4G_4_HVDD
HFH	4091	1.150V	303.4PS	IPM_M	6.4G_4_HVDD
HFH	4092	1.150V	303.4PS	PBR_A	6.4G_4_HVDD
HFH	4093	1.150V	303.4PS	PBR_N	6.4G_4_HVDD
HFH	4094	1.150V	303.4PS	PBR_C	6.4G_4_HVDD
HFH	4095	1.150V	303.4PS	PBR_O	6.4G_4_HVDD
HFH	4096	1.150V	303.4PS	PBR_B	6.4G_4_HVDD
HFH	4097	1.150V	303.4PS	PBR_M	6.4G_4_HVDD
HFH	4098	1.150V	303.4PS	PGK_A	6.4G_4_HVDD
HFH	4099	1.150V	303.4PS	DPGK_A	6.4G_4_HVDD
HFH	4100	1.150V	303.4PS	PGK_N	6.4G_4_HVDD
HFH	4101	1.150V	303.4PS	PGK_M	6.4G_4_HVDD
HFH	4102	1.150V	303.4PS	DPBR_A	6.4G_4_HVDD
HFH	4103	1.150V	303.4PS	DPBR_B	6.4G_4_HVDD
HFH	4104	1.150V	303.4PS	DPBR_C	6.4G_4_HVDD
HFH	4105	1.150V	303.4PS	DPBR_N	6.4G_4_HVDD
HFH	4106	1.150V	303.4PS	DPBR_M	6.4G_4_HVDD
HFH	4107	1.150V	303.4PS	DPBR_O	6.4G_4_HVDD
HFH	4108	1.150V	303.4PS	DIPM_A	6.4G_4_HVDD
HFH	4109	1.150V	303.4PS	DIPM_B	6.4G_4_HVDD
HFH	4110	1.150V	303.4PS	DIPM_C	6.4G_4_HVDD
HFH	4111	1.150V	303.4PS	DIPM_D	6.4G_4_HVDD
HFH	4112	1.150V	303.4PS	DIPM_E	6.4G_4_HVDD
HFH	4113	1.150V	303.4PS	DIPM_F	6.4G_4_HVDD
HFH	4114	1.150V	303.4PS	DIPM_N	6.4G_4_HVDD
HFH	4115	1.150V	303.4PS	DIPM_M	6.4G_4_HVDD
HFH	4116	1.150V	303.4PS	DIPM_O	6.4G_4_HVDD
HFH	4117	1.150V	303.4PS	DIPM_P	6.4G_4_HVDD
HFH	4118	1.150V	303.4PS	DIPM_Q	6.4G_4_HVDD
HFH	4119	1.150V	303.4PS	DIPM_R	6.4G_4_HVDD
HFH	4120	1.150V	303.4PS	4YF_A	6.4G_4_HVDD
HFH	4121	1.150V	303.4PS	IRN_A	6.4G_4_HVDD
HFH	4123	1.150V	303.4PS	GIO_A	6.4G_4_HVDD
HFH	4124	1.150V	303.4PS	MAT_A	6.4G_4_HVDD
HFH	4125	1.150V	303.4PS	PCP_A	6.4G_4_HVDD
HFH	4126	1.150V	303.4PS	RPD_A	6.4G_4_HVDD
HFH	4127	1.150V	303.4PS	ECM_A	6.4G_4_HVDD
HFH	4128	1.150V	303.4PS	PRF_A	6.4G_4_HVDD
HFH	4129	1.150V	303.4PS	DCF_E	6.4G_4_HVDD
HFH	4130	1.150V	303.4PS	DCF_F	6.4G_4_HVDD
HFH	4133	1.150V	303.4PS	NWR_A	6.4G_4_HVDD
HFH	4134	1.150V	303.4PS	LFF_A	6.4G_4_HVDD
HFH	4135	1.150V	303.4PS	HRG_A	6.4G_4_HVDD
HFH	4136	1.150V	303.4PS	DPDS_A	6.4G_4_HVDD
HFH	4137	1.150V	303.4PS	DM6_A	6.4G_4_HVDD
HFH	4138	1.150V	303.4PS	D3P_A	6.4G_4_HVDD
HFH	4159	1.150V	303.4PS	DQA_Y	6.4G_4_HVDD
HFH	261	0.980V	303.4PS	RDC_A	6.4G_2_LVDD
HFH	262	0.980V	303.4PS	WTR_A	6.4G_2_LVDD
HFH	4200	0.980V	303.4PS	I4R_A	6.4G_4_LVDD
HFH	4201	0.980V	303.4PS	I4R_B	6.4G_4_LVDD
HFH	4202	0.980V	303.4PS	I8R_A	6.4G_4_LVDD
HFH	4203	0.980V	303.4PS	I8R_B	6.4G_4_LVDD
HFH	4204	0.980V	303.4PS	IYF_A	6.4G_4_LVDD
HFH	4205	0.980V	303.4PS	IYF_B	6.4G_4_LVDD
HFH	4206	0.980V	303.4PS	ROB_A	6.4G_4_LVDD
HFH	4207	0.980V	303.4PS	COB_A	6.4G_4_LVDD
HFH	4208	0.980V	303.4PS	COB_N	6.4G_4_LVDD
HFH	4213	0.980V	303.4PS	RMW_A	6.4G_4_LVDD
HFH	4214	0.980V	303.4PS	RMW_B	6.4G_4_LVDD
HFH	4215	0.980V	303.4PS	DRMW_N	6.4G_4_LVDD
HFH	4216	0.980V	303.4PS	RMW_N	6.4G_4_LVDD
HFH	4217	0.980V	303.4PS	SEL_A	6.4G_4_LVDD
HFH	4218	0.980V	303.4PS	SEL_B	6.4G_4_LVDD
HFH	4219	0.980V	303.4PS	SEL_C	6.4G_4_LVDD
HFH	4220	0.980V	303.4PS	DSM_A	6.4G_4_LVDD
HFH	4221	0.980V	303.4PS	DSM_B	6.4G_4_LVDD
HFH	4222	0.980V	303.4PS	RRD_A	6.4G_4_LVDD
HFH	4223	0.980V	303.4PS	RRD_B	6.4G_4_LVDD
HFH	4224	0.980V	303.4PS	IOM_A	6.4G_4_LVDD
HFH	4225	0.980V	303.4PS	NIF_A	6.4G_4_LVDD
HFH	4226	0.980V	303.4PS	I2F_A	6.4G_4_LVDD
HFH	4227	0.980V	303.4PS	WRX_A	6.4G_4_LVDD
HFH	4228	0.980V	303.4PS	WRX_B	6.4G_4_LVDD
HFH	4229	0.980V	303.4PS	WRX_C	6.4G_4_LVDD
HFH	4230	0.980V	303.4PS	WDI_A	6.4G_4_LVDD
HFH	4231	0.980V	303.4PS	WDI_B	6.4G_4_LVDD
HFH	4232	0.980V	303.4PS	WDI_C	6.4G_4_LVDD
HFH	4233	0.980V	303.4PS	WDI_N	6.4G_4_LVDD
HFH	4234	0.980V	303.4PS	WDI_M	6.4G_4_LVDD
HFH	4235	0.980V	303.4PS	LDM_A	6.4G_4_LVDD
HFH	4236	0.980V	303.4PS	WDM_A	6.4G_4_LVDD
HFH	4237	0.980V	303.4PS	DWN_N	6.4G_4_LVDD
HFH	4238	0.980V	303.4PS	NV2_A	6.4G_4_LVDD
HFH	4239	0.980V	303.4PS	NV3_A	6.4G_4_LVDD
HFH	4240	0.980V	303.4PS	NV3_B	6.4G_4_LVDD
HFH	4241	0.980V	303.4PS	NV4_A	6.4G_4_LVDD
HFH	4242	0.980V	303.4PS	NV5_A	6.4G_4_LVDD
HFH	4243	0.980V	303.4PS	WFR_A	6.4G_4_LVDD
HFH	4244	0.980V	303.4PS	WFR_B	6.4G_4_LVDD
HFH	4245	0.980V	303.4PS	FCW_A	6.4G_4_LVDD
HFH	4246	0.980V	303.4PS	FCR_A	6.4G_4_LVDD
HFH	4247	0.980V	303.4PS	OTF_A	6.4G_4_LVDD
HFH	4248	0.980V	303.4PS	OTF_B	6.4G_4_LVDD
HFH	4249	0.980V	303.4PS	BLR_A	6.4G_4_LVDD
HFH	4250	0.980V	303.4PS	AAD_A	6.4G_4_LVDD
HFH	4251	0.980V	303.4PS	OCG_O	6.4G_4_LVDD
HFH	4252	0.980V	303.4PS	OCG_A	6.4G_4_LVDD
HFH	4253	0.980V	303.4PS	OCG_N	6.4G_4_LVDD
HFH	4254	0.980V	303.4PS	PDN_A	6.4G_4_LVDD
HFH	4255	0.980V	303.4PS	PDN_B	6.4G_4_LVDD
HFH	4256	0.980V	303.4PS	DPDN_A	6.4G_4_LVDD
HFH	4257	0.980V	303.4PS	ACM_A	6.4G_4_LVDD
HFH	4258	0.980V	303.4PS	ACM_B	6.4G_4_LVDD
HFH	4259	0.980V	303.4PS	ADC_A	6.4G_4_LVDD
HFH	4260	0.980V	303.4PS	ADC_N	6.4G_4_LVDD
HFH	4261	0.980V	303.4PS	DADC_A	6.4G_4_LVDD
HFH	4262	0.980V	303.4PS	DADC_B	6.4G_4_LVDD
HFH	4263	0.980V	303.4PS	DADC_C	6.4G_4_LVDD
HFH	4264	0.980V	303.4PS	DBI_A	6.4G_4_LVDD
HFH	4265	0.980V	303.4PS	D2I_A	6.4G_4_LVDD
HFH	4266	0.980V	303.4PS	DB2_A	6.4G_4_LVDD
HFH	4267	0.980V	303.4PS	DBG_A	6.4G_4_LVDD
HFH	4268	0.980V	303.4PS	DBG_B	6.4G_4_LVDD
HFH	4269	0.980V	303.4PS	GPB_A	6.4G_4_LVDD
HFH	4270	0.980V	303.4PS	PP4_A	6.4G_4_LVDD
HFH	4271	0.980V	303.4PS	PR2_A	6.4G_4_LVDD
HFH	4272	0.980V	303.4PS	PR3_A	6.4G_4_LVDD
HFH	4273	0.980V	303.4PS	PR3_N	6.4G_4_LVDD
HFH	4274	0.980V	303.4PS	APO_A	6.4G_4_LVDD
HFH	4275	0.980V	303.4PS	AWR_A	6.4G_4_LVDD
HFH	4276	0.980V	303.4PS	IAP_A	6.4G_4_LVDD
HFH	4277	0.980V	303.4PS	API_A	6.4G_4_LVDD
HFH	4278	0.980V	303.4PS	CCD_A	6.4G_4_LVDD
HFH	4279	0.980V	303.4PS	GPT_A	6.4G_4_LVDD
HFH	4280	0.980V	303.4PS	CIP_A	6.4G_4_LVDD
HFH	4281	0.980V	303.4PS	YMA_A	6.4G_4_LVDD
HFH	4282	0.980V	303.4PS	YCG_A	6.4G_4_LVDD
HFH	4283	0.980V	303.4PS	CYF_A	6.4G_4_LVDD
HFH	4284	0.980V	303.4PS	GLY_A	6.4G_4_LVDD
HFH	4285	0.980V	303.4PS	DYG_A	6.4G_4_LVDD
HFH	4286	0.980V	303.4PS	CJP_A	6.4G_4_LVDD
HFH	4287	0.980V	303.4PS	CJP_N	6.4G_4_LVDD
HFH	4288	0.980V	303.4PS	IPM_A	6.4G_4_LVDD
HFH	4289	0.980V	303.4PS	IPM_N	6.4G_4_LVDD
HFH	4290	0.980V	303.4PS	IPM_C	6.4G_4_LVDD
HFH	4291	0.980V	303.4PS	IPM_M	6.4G_4_LVDD
HFH	4296	0.980V	303.4PS	PBR_B	6.4G_4_LVDD
HFH	4297	0.980V	303.4PS	PBR_M	6.4G_4_LVDD
HFH	4298	0.980V	303.4PS	PGK_A	6.4G_4_LVDD
HFH	4299	0.980V	303.4PS	DPGK_A	6.4G_4_LVDD
HFH	4300	0.980V	303.4PS	PGK_N	6.4G_4_LVDD
HFH	4301	0.980V	303.4PS	PGK_M	6.4G_4_LVDD
HFH	4302	0.980V	303.4PS	DPBR_A	6.4G_4_LVDD
HFH	4305	0.980V	303.4PS	DPBR_N	6.4G_4_LVDD
HFH	4308	0.980V	303.4PS	DIPM_A	6.4G_4_LVDD
HFH	4309	0.980V	303.4PS	DIPM_B	6.4G_4_LVDD
HFH	4310	0.980V	303.4PS	DIPM_C	6.4G_4_LVDD
HFH	4311	0.980V	303.4PS	DIPM_D	6.4G_4_LVDD
HFH	4312	0.980V	303.4PS	DIPM_E	6.4G_4_LVDD
HFH	4313	0.980V	303.4PS	DIPM_F	6.4G_4_LVDD
HFH	4314	0.980V	303.4PS	DIPM_N	6.4G_4_LVDD
HFH	4315	0.980V	303.4PS	DIPM_M	6.4G_4_LVDD
HFH	4316	0.980V	303.4PS	DIPM_O	6.4G_4_LVDD
HFH	4317	0.980V	303.4PS	DIPM_P	6.4G_4_LVDD
HFH	4318	0.980V	303.4PS	DIPM_Q	6.4G_4_LVDD
HFH	4319	0.980V	303.4PS	DIPM_R	6.4G_4_LVDD
HFH	4320	0.980V	303.4PS	4YF_A	6.4G_4_LVDD
HFH	4321	0.980V	303.4PS	IRN_A	6.4G_4_LVDD
HFH	4323	0.980V	303.4PS	GIO_A	6.4G_4_LVDD
HFH	4324	0.980V	303.4PS	MAT_A	6.4G_4_LVDD
HFH	4325	0.980V	303.4PS	PCP_A	6.4G_4_LVDD
HFH	4326	0.980V	303.4PS	RPD_A	6.4G_4_LVDD
HFH	4327	0.980V	303.4PS	ECM_A	6.4G_4_LVDD
HFH	4328	0.980V	303.4PS	PRF_A	6.4G_4_LVDD
HFH	4329	0.980V	303.4PS	DCF_E	6.4G_4_LVDD
HFH	4330	0.980V	303.4PS	DCF_F	6.4G_4_LVDD
HFH	4333	0.980V	303.4PS	NWR_A	6.4G_4_LVDD
HFH	4334	0.980V	303.4PS	LFF_A	6.4G_4_LVDD
HFH	4335	0.980V	303.4PS	HRG_A	6.4G_4_LVDD
HFH	4336	0.980V	303.4PS	DPDS_A	6.4G_4_LVDD
HFH	4337	0.980V	303.4PS	DM6_A	6.4G_4_LVDD
HFH	4338	0.980V	303.4PS	D3P_A	6.4G_4_LVDD
HFH	4492	0.980V	303.4PS	PBR_A	6.4G_4_LVDD
HFH	4493	0.980V	303.4PS	PBR_N	6.4G_4_LVDD
HFH	4494	0.980V	303.4PS	PBR_C	6.4G_4_LVDD
HFH	4495	0.980V	303.4PS	PBR_O	6.4G_4_LVDD
HFH	4403	0.980V	303.4PS	DPBR_B	6.4G_4_LVDD
HFH	4404	0.980V	303.4PS	DPBR_C	6.4G_4_LVDD
HFH	4406	0.980V	303.4PS	DPBR_M	6.4G_4_LVDD
HFH	4407	0.980V	303.4PS	DPBR_O	6.4G_4_LVDD
HFH	4292	0.980V	303.4PS	PBR_A	6.4G_4_LVDD
HFH	4293	0.980V	303.4PS	PBR_N	6.4G_4_LVDD
HFH	4294	0.980V	303.4PS	PBR_C	6.4G_4_LVDD
HFH	4295	0.980V	303.4PS	PBR_O	6.4G_4_LVDD
HFH	4303	0.980V	303.4PS	DPBR_B	6.4G_4_LVDD
HFH	4304	0.980V	303.4PS	DPBR_C	6.4G_4_LVDD
HFH	4306	0.980V	303.4PS	DPBR_M	6.4G_4_LVDD
HFH	4307	0.980V	303.4PS	DPBR_O	6.4G_4_LVDD
HFH	4397	0.980V	303.4PS	COB_B	6.4G_4_LVDD
HFH	4174	1.200V	303.4PS	DPDN_A	IBIS
HFH	4386	1.180V	350.0PS	M9G_C	IBIS
HFH	4171	1.100V	350.0PS	PDN_A	6.4G_4_LVDD
HFH	4383	1.100V	350.0PS	PR3_A	6.4G_4_LVDD
HFH	2250	1.150V	606.8PS	DRMW_N	3.2G_2_HVDD
HFH	2251	1.150V	606.8PS	PDN_A	3.2G_2_HVDD
HFH	2300	0.980V	606.8PS	I4R_A	3.2G_2_LVDD
HFH	2301	0.980V	606.8PS	I4R_B	3.2G_2_LVDD
HFH	2302	0.980V	606.8PS	I8R_A	3.2G_2_LVDD
HFH	2303	0.980V	606.8PS	I8R_B	3.2G_2_LVDD
HFH	2304	0.980V	606.8PS	IYF_A	3.2G_2_LVDD
HFH	2305	0.980V	606.8PS	IYF_B	3.2G_2_LVDD
HFH	2306	0.980V	606.8PS	ROB_A	3.2G_2_LVDD
HFH	2307	0.980V	606.8PS	COB_A	3.2G_2_LVDD
HFH	2308	0.980V	606.8PS	COB_N	3.2G_2_LVDD
HFH	2313	0.980V	606.8PS	RMW_A	3.2G_2_LVDD
HFH	2314	0.980V	606.8PS	RMW_B	3.2G_2_LVDD
HFH	2315	0.980V	606.8PS	DRMW_N	3.2G_2_LVDD
HFH	2316	0.980V	606.8PS	RMW_N	3.2G_2_LVDD
HFH	2317	0.980V	606.8PS	SEL_A	3.2G_2_LVDD
HFH	2318	0.980V	606.8PS	SEL_B	3.2G_2_LVDD
HFH	2319	0.980V	606.8PS	SEL_C	3.2G_2_LVDD
HFH	2320	0.980V	606.8PS	DSM_A	3.2G_2_LVDD
HFH	2322	0.980V	606.8PS	RRD_A	3.2G_2_LVDD
HFH	2323	0.980V	606.8PS	RRD_B	3.2G_2_LVDD
HFH	2324	0.980V	606.8PS	IOM_A	3.2G_2_LVDD
HFH	2325	0.980V	606.8PS	NIF_A	3.2G_2_LVDD
HFH	2326	0.980V	606.8PS	I2F_A	3.2G_2_LVDD
HFH	2327	0.980V	606.8PS	WRX_A	3.2G_2_LVDD
HFH	2328	0.980V	606.8PS	WRX_B	3.2G_2_LVDD
HFH	2329	0.980V	606.8PS	WRX_C	3.2G_2_LVDD
HFH	2330	0.980V	606.8PS	WDI_A	3.2G_2_LVDD
HFH	2331	0.980V	606.8PS	WDI_B	3.2G_2_LVDD
HFH	2332	0.980V	606.8PS	WDI_C	3.2G_2_LVDD
HFH	2333	0.980V	606.8PS	WDI_N	3.2G_2_LVDD
HFH	2334	0.980V	606.8PS	WDI_M	3.2G_2_LVDD
HFH	2335	0.980V	606.8PS	LDM_A	3.2G_2_LVDD
HFH	2336	0.980V	606.8PS	WDM_A	3.2G_2_LVDD
HFH	2337	0.980V	606.8PS	DWN_N	3.2G_2_LVDD
HFH	2338	0.980V	606.8PS	NV2_A	3.2G_2_LVDD
HFH	2339	0.980V	606.8PS	NV3_A	3.2G_2_LVDD
HFH	2340	0.980V	606.8PS	NV3_B	3.2G_2_LVDD
HFH	2341	0.980V	606.8PS	NV4_A	3.2G_2_LVDD
HFH	2342	0.980V	606.8PS	NV5_A	3.2G_2_LVDD
HFH	2343	0.980V	606.8PS	WFR_A	3.2G_2_LVDD
HFH	2344	0.980V	606.8PS	WFR_B	3.2G_2_LVDD
HFH	2345	0.980V	606.8PS	FCW_A	3.2G_2_LVDD
HFH	2346	0.980V	606.8PS	FCR_A	3.2G_2_LVDD
HFH	2347	0.980V	606.8PS	OTF_A	3.2G_2_LVDD
